,Date,User,Tweet
61,2023-01-13 09:58:12+00:00,SrdjanSg,@Misanthropist85 I ? Ja sam uredno vakcinisan u Titovo vreme svim vakcinama pa i onom protiv malih boginja! I naravno da sam ih imao u detinjstvu jer je takođe bila epidemija! I moja deca su vakcinisana protiv malih boginja pre 20 god. i naravno da su imala male boginje!Što bi sada bilo čudno?
62,2023-01-13 09:50:26+00:00,KukurikuKokoda,"@MarioM8T @pivosok Da ali zato treba ljudima objašnjavati šta se i zašto dešava. Znam i ja za jedan slučaj deteta koje je primilo MMR dok je bilo zaraženo boginjama (asimptomatski) i razvilo je komplikacije ali to ne treba da se dešava, ne treba zaražena deca da primaju vakcinu"
63,2023-01-13 08:29:00+00:00,Spok3Spok,"@sasapokimica @VladoGeorgiev @CenzurisanoL Debilu, mislio sam prvenstveno na male boginje, ali i na tuberkulozu koju u Srbiji retko ko dobije, a skoro nikada u opsegu epidemije.
Mnoge vakcine nisu obavezne jer je postotak imunizacije zadovoljavajuć i roditelji ne podležu lažima antivaksera što nije slučaj u Srbiji"
64,2023-01-13 08:20:53+00:00,Al_Neri_1973,"U Smederevu se pojavile male boginje.
5 zaraženih i nevakcinisanih.
Virusom koji je smrtonosan. Nadam se da su deca dobro i da će ovo biti samo jedna ružna epizoda u njihovim životima. Nešto se ne čuju antivakseri.
Vakcine su pronađene pre 200 i kusur godina."
65,2023-01-13 07:58:44+00:00,LicniGlas,"Dr Đevrek na tv Prva objašnjava:
-da je 9-oro dece u Novom Pazaru obolelo od TBCa i da su deca uredno vacinisana ali im je bolje
- da je nerazumljivo i neprihvatljivo da je toliko smanjen broj vakcinisane dece sa MMR
Đevrek na braniku zdravlja"
66,2023-01-13 07:52:35+00:00,rtbudva,"Institut za javno zdravlje pozvao je roditelje da vakcinišu djecu MMR vakcinom, navodeći da je učinak manje pokrivenosti vakcinacijom Crnu Goru doveo pred izbijanje epidemije malih boginja. https://t.co/eVj2rf91Ub"
67,2023-01-13 07:38:09+00:00,rtbalkan,"Male boginje opet u Srbiji: Zaraženo najmanje četvoro dece, sva nevakcinisana

https://t.co/OolPxYfotJ"
68,2023-01-13 07:34:55+00:00,Zox_Zoja,@Mosimisemac @mjesecu083 U ovakvim situacijama kad preti epidemija i deca mlađa od godine mogu biti vakcinisana MMR vakcinom. Popričajte sa pedijatrom o tome. A možete kontaktirati nekog od epidemiologa u ZZJZ.
69,2023-01-13 06:59:51+00:00,la_farfalla__,"Dobro jutro!
Samo da znate da nam je obuhvat MMR vakcinom niži nego u Zimbabveu.

A epidemija na pragu."
70,2023-01-13 06:22:45+00:00,zvizdukom,"@SutanovacDragan O čemu pričate? Pa svi smo vakcinisani proriv tuverkoloze, ne znate to? Kako su onda oboleli? Juce je ministarka izjavila da deca treba da se vakcinisu protiv mmr-a zato sto su zauske jako opasne za decake. I jesu, ali zauske nisu mmr. Mesate babe i zabe, kao i obicno, zaluđujete"
